0.172415, 0.40629, -0.109688, 0.76572, -1.14192, 0.0544452, 0.0926108, -0.121847, 0.192198, 0.125058, -0.0359469, -0.00523212, 0.0591386
-1.42727, -0.26141, -0.632546, -1.92887, 2.30606, 0.217064, 0.0995508, 0.583811, 0.433202, 0.247279, -0.181399, 0.164642, 0.209999
-1.56276, -0.562656, 0.393674, -0.909395, 2.91383, -0.114092, -0.106175, 0.679349, 0.46917, -0.136419, -0.201133, 0.111159, -0.283214
0.447877, -0.737353, 0.317948, -2.34059, -0.885761, -0.454946, -0.0402332, -0.41022, 0.479661, -0.264078, -0.0902061, -0.0303807, -0.309563
0.722111, -0.0579545, 0.439488, 0.994746, 2.07988, -0.379134, -0.226792, 0.727605, -0.0408653, -0.247885, 0.126421, -0.0545792, 0.258254
1.11533, 0.44851, -0.2536, -0.633195, 1.59914, -0.325414, -0.434339, -0.277216, -0.312954, -1.1301, 0.232543, -0.360448, 0.702097
0.776448, 0.445366, -0.465605, -0.174363, -1.09986, 0.122162, -0.0837779, 0.0905935, -0.166455, -0.0923937, 0.050682, -0.0337268, -0.0345462
-0.0691118, 0.05719, 0.107029, 0.366094, -0.0778106, 0.537279, -0.136476, -0.0195726, 0.34706, 0.105814, -0.0712907, -0.0291861, -0.309056
0.0653614, 0.00668007, 0.250617, -0.360343, 2.13695, -0.848656, -0.639038, -0.355857, 0.153132, -0.401842, -0.273662, -0.101455, 0.230328
-0.555589, -0.385322, 0.454469, -0.214535, -0.719024, -0.20681, -0.174196, -0.188592, -0.0919201, -0.9284, -0.0281435, 0.27524, 0.354135
0.411732, -0.274306, -0.903564, -1.3093, 0.417162, 0.25117, -0.127828, 0.426262, -0.167194, 0.691734, 0.022891, -0.0272352, 0.0329594
-0.107296, -1.80702, 0.710552, -0.930168, -0.747481, 0.274089, 0.087874, -0.477642, -0.0717736, 0.264592, 0.159262, -0.0931535, -0.104529
0.589773, 0.448814, -0.122215, -0.317383, -1.94005, -1.17337, -0.645401, 0.258439, -0.480133, -0.760629, 0.279293, 0.214341, 0.235051
0.208608, 0.11932, 0.707285, -2.65793, 1.13919, -0.215348, -0.23562, 0.0976072, 0.791391, -0.536314, -0.085772, 0.134255, 0.12754
0.573494, 0.0738238, 2.31386, -0.718168, -0.0506758, -0.278184, 0.0341965, 0.570795, -0.720681, -0.0851422, 0.134052, 0.0712756, -1.00136
-1.265, 0.100969, -0.248223, 0.00248116, 2.66963, 0.154207, -0.00162967, 0.613411, 0.251316, 0.00575774, -0.0563464, 0.146207, 0.208883
0.152674, 0.355405, -0.244133, -0.752725, -1.06955, 0.0437197, -0.116825, -0.200811, -0.0862274, 0.250979, 0.0489402, -0.0656295, -0.064208
0.391998, 0.202498, -0.277093, -0.894153, 1.17515, 0.143971, 0.207247, -0.179933, 0.130108, 0.251616, -0.0920232, 0.144865, 0.0783303
0.0225582, -0.284567, 0.0308465, 1.01492, 1.01447, 0.629483, 0.208418, -0.358285, -0.114876, -0.0550549, 0.0196598, 0.0566235, -0.211992
1.04452, -0.850211, -0.657609, -1.54144, -1.85579, -0.411317, -0.0724272, -0.737342, -0.0138552, 0.568947, -0.0520787, -0.0928346, -0.187504
1.62888, 1.79084, -0.455414, 0.850895, 2.86906, -0.494764, -0.220155, 0.670783, 0.307211, 0.359022, -0.0629321, 0.329361, -0.165634
-0.125387, -0.0986238, -0.176781, -0.839102, 0.766731, -0.169874, -0.170788, 0.0196184, -0.0374101, -0.304734, -0.0354979, 0.00744555, 0.00620626
-0.331923, -1.51578, 0.0383385, 2.67038, -0.614616, -0.63324, -0.370773, -0.0161431, -0.264011, -0.603704, -0.164004, -0.0185653, 0.357375
0.170941, -1.27657, 0.550489, -4.27183, -1.89944, -0.0928653, -0.139918, -1.19868, -2.39145, 0.663546, 0.341555, 0.515511, 0.0679613
-0.82553, 0.789807, -0.633395, 2.36765, 2.38431, -0.205049, 0.00433341, 0.686261, -0.207804, 0.0219374, 0.096717, 0.146845, -0.212749
1.03614, -0.643754, -0.488023, -0.197634, 1.7724, -0.0593334, -0.0405153, 0.292903, 0.309291, 0.80572, 0.00570464, 0.0443514, -0.261403
1.75186, 0.65407, 1.01124, 0.853585, 0.19778, 0.881924, 0.139531, 0.105465, -0.138549, -0.0551652, -0.217242, 0.140348, 0.326355
-0.370707, 0.0498019, -0.212232, 0.371748, 0.585658, -0.0754881, 0.058894, 0.392647, 0.0476374, -0.186854, -0.0584721, 0.0785296, -0.0138952
-0.248259, 1.5095, -0.00183604, 3.1453, -0.5161, 0.0453227, -0.0237421, -0.00693306, -0.755578, 0.198827, 0.236621, 0.0205091, 0.0488967
-0.350649, -0.7221, 0.0638085, 0.12998, -0.316677, -0.321647, -0.0399874, -0.208585, 0.241449, 0.489694, -0.0681471, 0.00507074, 0.213043
0.248893, 0.174493, 0.0643579, 0.036499, 0.349957, -0.408574, -0.0360561, -0.26057, -0.0408795, 0.0105065, -0.0664429, -0.00488304, 0.0320801
-0.277604, -0.21118, 0.508623, 1.05051, 0.166651, -0.0993912, 0.0399581, -0.085228, 0.215561, 0.215328, -0.0241159, 0.0314884, 0.0875804
