-0.0481669, 0.256899, 0.0704257, -0.166605, 0.0103907, 0.185665, -0.0387085, 0.158582, 0.0559951, 0.079611, -0.0373596, 0.0403758, 0.170574, -0.0364939, 0.137719, -0.100004, 0.0738337, -0.00970085, 0.151596, 0.162308, 0.0816118, -0.0261575, 0.0499741, -0.101683, -0.095848, 0.0208922, -0.0692541, 0.0751884, 0.0506065, 0.115293, -0.0795815, 0.0537204
0.0272017, 0.0271177, -0.077861, -0.31152, 0.0766605, 0.0753506, 0.129749, 0.178847, -0.0720557, 0.0777488, 0.141289, 0.0431583, -0.0617936, 0.33477, -0.126111, 0.0911171, 0.0151228, 0.113019, 0.0683479, -0.188542, -0.178366, 0.0084705, 0.214204, 0.00892384, -0.439228, -0.0645493, 0.175067, -0.135849, -0.115634, -0.139983, -0.170871, -0.0927359
-0.0109641, 0.101779, 0.126225, -0.0395601, 0.030595, 0.139581, -0.0734358, 0.158584, -0.153042, 0.101555, 0.0307718, 0.0377834, 0.0325351, 0.114483, 0.0579901, -0.0326379, 0.0518939, -0.0534995, 0.0132952, 0.195406, 0.00905758, 0.0896003, 0.107557, -0.0666632, -0.0904078, 0.0642288, -0.0282742, -0.0287205, 0.155993, -0.033404, 0.140893, 0.0779814
-0.0589957, 0.174439, -0.155496, -0.0365533, -0.162806, -0.167032, 0.0177694, -0.226709, -0.393509, -0.088781, -0.180056, -0.11604, 0.0879123, -0.245852, 0.254671, 0.169661, 0.0635286, 0.246049, 0.112112, -0.215643, 0.119461, 0.0273915, -0.132933, 0.051142, 0.340588, 0.0378496, -0.280375, -0.128706, 0.33575, 0.185155, 0.175916, -0.0123825
-0.135341, 0.0784266, -0.18636, -0.0479919, 0.159761, 0.0479943, -0.267099, 0.131271, 0.0621834, -0.0526627, 0.0296614, -0.0187738, 0.0645413, 0.0238886, -0.116474, -0.0720223, -0.0440788, -0.0160767, -0.0845889, -0.0389181, -0.151599, 0.104687, -0.102218, 0.105594, 0.00733396, -0.0723889, 0.158024, -0.0363431, -0.132002, -0.0276726, -0.122621, 0.269155
0.125082, -0.0420598, 0.164224, -0.0620377, 0.0426043, 0.0172523, 0.0498497, 0.192844, 0.21593, 0.157011, 0.104789, 0.0861589, 0.0997094, 0.0869827, -0.042232, 0.0174764, 0.00571538, 0.00241351, 0.100574, -0.0776081, 0.033287, -0.0502005, 0.13598, 0.0223079, -0.112797, 0.136554, -0.168622, -0.144829, 0.0344128, 0.0594483, -0.00644094, -0.144775
0.232171, 0.0931161, 0.00905019, -0.0230691, 0.113015, -0.188461, 0.139921, -0.0727383, -0.0952978, 0.0337035, -0.13999, 0.0173376, 0.0616452, -0.284047, 0.0707232, -0.011454, -0.0163535, 0.0980647, -0.124176, -0.0972095, 0.108392, 0.0593062, -0.0160725, -0.00101557, -0.0164472, -0.0771958, -0.0728238, -0.258436, -0.205874, 0.0318449, -0.0403836, -0.101778
-0.0607047, 0.188012, 0.120096, -0.212557, 0.132362, 0.010653, -0.0747223, -0.132414, -0.129137, 0.119714, 0.0472337, -0.048824, 0.150977, -0.337773, 0.0598167, 0.23948, -0.100892, -0.181803, -0.166644, 0.213309, 0.070326, 0.0449294, -0.0978127, 0.171101, 0.341052, 0.106057, 0.153055, 0.105039, -0.0381655, 0.00697644, 0.0117629, 0.100472
0.00150613, -0.482337, -0.0476724, 0.106027, -0.0124963, 0.230151, -0.312648, -0.22854, -0.00167051, 0.0100954, -0.167655, 0.530717, -0.0261313, 0.167285, 0.17154, -0.525283, -0.185491, -0.198184, 0.127693, 0.0488045, -0.68502, -0.222438, 0.0548674, 0.112155, -0.421835, -0.206501, -0.0549854, -0.100341, -0.0794133, 0.337771, 0.0659581, 0.391619
0.0559945, 0.3105, -0.0782458, 0.335587, -0.255754, -0.0987523, 0.129428, 0.0411518, 0.188377, -0.0824523, -0.1149, 0.0419636, -0.232855, -0.130574, -0.0535083, -0.214881, 0.110537, 0.103397, 0.0777354, 0.19312, -0.194878, 0.0457074, -0.0229331, -0.210724, -0.406561, 0.108232, -0.270636, 0.0156668, -0.460607, -0.0492553, 0.172106, -0.104995
